sentence	label	e1	e2
By exploiting a GAL10 YPT1 fusion to regulate YPT1 expression , three multicopy suppressors , <e1> SLY2 </e1> <e2> SLY12 </e2> and SLY41 , and a single - copy suppressor , SLY1 - 20 , that allowed YPT1 independent growth were isolated .	0	SLY2	SLY12
When MATa cells are arrested in G1 by alpha - factor , <e1> RNR1 </e1> and <e2> RNR3 </e2> mRNA is still inducible by DNA damage , indicating that the observed induction can occur outside of S phase .	0	RNR1	RNR3
Activation of human PBL T cells with solid phase anti-CD3 mAb or during the course of an MLR response gives rise to the association of CD4 or <e1> CD8 </e1> molecules with the protein tyrosine phosphatase , <e2> CD45 </e2> on the cell surface .	0	CD8	CD45
Comparative analysis of the predicted amino acid sequence has shown that the <e1> CAL1 </e1> product has similarity to two yeast proteins : the DPR1 ( <e2> RAM </e2> ) gene product that is involved in processing of ras protein at the farnesylation step , and the essential ORF2 protein whose structural gene has a head - to - head arrangement with PRP4 , which is involved in mRNA processing .	0	CAL1	RAM
The <e1> SEC8 </e1> and SEC15 genes are essential for exocytosis in the yeast Saccharomyces cerevisiae and exhibit strong genetic interactions with <e2> SEC4 </e2> , a gene of the ras superfamily .	0	SEC8	SEC4
The 310 C- terminal aminoacids of <e1> CDC25 </e1> bind <e2> RAS2 </e2> while a C - terminus deletion within this aminoacid stretch abolishes the binding .	0	CDC25	RAS2
GCD factors are thought to be antagonized by the positive regulators GCN1 , <e1> GCN2 </e1> and <e2> GCN3 </e2> in amino acid-starved cells to allow for increased GCN4 protein synthesis .	0	GCN2	GCN3
The <e1> SNF4 </e1> protein is physically associated with <e2> SNF1 </e2> and positively affects the kinase activity .	0	SNF4	SNF1
We propose that SWI4 participates in a positive feedback loop by which <e1> CLN1 </e1> <e2> CLN2 </e2> , and possibly HCS26 promote their own transcription in G1 .	0	CLN1	CLN2
Interestingly , a portion of the eIF- 2 present in cell extracts also cofractionated and coimmunoprecipitated with these regulatory proteins but was dissociated from the <e1> GCD1 </e1> / <e2> GCD2 </e2> / GCN3 complex by 0.5 M KCl .	0	GCD1	GCD2
Together , these data suggest that <e1> TAPA- 1 </e1> and Leu- 13 are broadly expressed members of a signal transduction complex in which lineage - specific proteins , such as <e2> CD19 </e2> and CD21 provide cell - specific functions .	0	TAPA- 1	CD19
The <e1> pma2 </e1> gene of Schizosaccharomyces pombe codes for a polypeptide having a predicted Mr of 110,126 and which is 79 % identical to the plasma membrane H(+ ) - ATPase encoded by the <e2> pma1 </e2> gene .	0	pma2	pma1
This view is supported by the finding that most monoclonal antibodies directed at the <e1> CD45 </e1> molecules are strongly co-mitogenic with <e2> CD2 </e2> but not CD3 monoclonal antibodies .	0	CD45	CD2
In addition , the presence of multiple copies of wild - type GLC7 impairs the derepression of <e1> GCN4 </e1> that occurs in response to amino acid starvation or dominant - activating mutations in <e2> GCN2 </e2>	1	GCN4	GCN2
Increased dis3 + gene dosage reverses the Ts+ phenotype of a <e1> cdc25 </e1> <e2> wee1 </e2> strain , as does increased type 1 protein phosphatase gene dosage .	0	cdc25	wee1
Suppression is due to mutations at nuclear loci designated EXA1 <e1> EXA2 </e1> and EXA3 for EXtragenic suppressor hsp70 subfamily A . Two of the four EXA1 alleles are dominant as is <e2> EXA3- 1 </e2> .	0	EXA2	EXA3- 1
<e1> spi1 </e1> and <e2> TC4 </e2> define a new subclass within the " " " " " " " " ras-like " " " " " " " "	0	spi1	TC4
BEM1 maps centromere distal to <e1> TYR1 </e1> on chromosome II , and BEM2 maps between SPT15 and <e2> STP2 </e2> on chromosome V .	0	TYR1	STP2
The predicted dis3 + protein shares a weak but significant similarity with the budding yeast SSD1 or SRK1 gene product , the gene for which is a suppressor for the absence of a protein phosphatase <e1> SIT4 </e1> gene or the <e2> BCY1 </e2> regulatory subunit of cyclic AMP - dependent protein kinase .	0	SIT4	BCY1
<e1> CLB1 </e1> and CLB2 mRNA levels peak late in the cell cycle , whereas CLB3 and <e2> CLB4 </e2> are expressed earlier in the cell cycle but peak later than the G1 - specific cyclin , CLN1 .	0	CLB1	CLB4
We report here that Sac6p is an <e1> actin </e1> filament bundling protein 43 % identical in amino - acid sequence to the vertebrate bundling protein <e2> fimbrin </e2>	0	actin	fimbrin
The requirement of <e1> SWI4 </e1> for transcription appears to be direct : each gene contains sites similar to the CCBF - binding site ; CCBF binds to the upstream region of <e2> HCS26 </e2>	0	SWI4	HCS26
<e1> pim1 </e1> mutants are fully rescued by overexpression of <e2> spi1 </e2> a newly identified essential gene whose predicted product shares 81 % identity with human TC4 .	1	pim1	spi1
The <e1> SPT4 </e1> , SPT5 and <e2> SPT6 </e2> genes of Saccharomyces cerevisiae were identified originally by mutations that suppress delta insertion mutations at HIS4 and LYS2 .	0	SPT4	SPT6
These genes form two classes based on sequence relatedness : CLB1 and <e1> CLB2 </e1> show highest homology to the Schizosaccharomyces pombe cyclin- B homolog cdc13 involved in the initiation of mitosis , whereas CLB3 and <e2> CLB4 </e2> are more highly related to the S. pombe cyclin- B homolog cig1 , which appears to play a role in G1 or S phase .	0	CLB2	CLB4
The EXA3 - 1 mutation results in increased accumulation of both Ssa3/ 4 p and the hsp70s encoded by the <e1> SSB1 </e1> and <e2> SSB2 </e2> genes ( Ssb1/ 2p ) , suggesting that the EXA3 gene product plays a central role in the yeast stress response .	0	SSB1	SSB2
We raised polyclonal antibodies against TrpE <e1> CYC8 </e1> and TrpE <e2> TUP1 </e2> fusion proteins expressed in Escherichia coli .	0	CYC8	TUP1
The <e1> SIT4 </e1> gene , which encodes a serine / threonine protein phosphatase , is required for the normal accumulation of CLN1 , <e2> CLN2 </e2> and HCS26 RNAs during late G1 .	0	SIT4	CLN2
The IRA1 and <e1> IRA2 </e1> genes of S. cerevisiae encode closely related proteins that also share homology with mammalian <e2> GAP </e2> ( ras GTPase activating protein ) .	0	IRA2	GAP
DNA sequence analysis and the phenotype of disruption mutations showed that , surprisingly , <e1> SRN1 </e1> is identical to <e2> HEX2 / REG1 </e2> , a gene that negatively regulates glucose - repressible genes .	0	SRN1	HEX2 / REG1
We propose that <e1> CAP </e1> and <e2> profilin </e2> provide a link between growth signals and remodeling of the cellular cytoskeleton .	1	CAP	profilin
Polyclonal antibodies directed against C5 c blocked the interaction of <e1> C5 b </e1> 6 with <e2> C7 </e2> whereas antibodies directed against C5d inhibited the binding of C5 with C3b .	0	C5 b	C7
<e1> pim1 </e1> encodes a homolog of the human <e2> RCC1 </e2> nuclear protein .	0	pim1	RCC1
Comparative analysis of the predicted amino acid sequence has shown that the <e1> CAL1 </e1> product has similarity to two yeast proteins : the DPR1 ( RAM ) gene product that is involved in processing of ras protein at the farnesylation step , and the essential <e2> ORF2 </e2> protein whose structural gene has a head - to - head arrangement with PRP4 , which is involved in mRNA processing .	0	CAL1	ORF2
stf1 1 is additive with <e1> wee1 </e1> 50 , cdc2 - 1w and cdc2 - 3w for suppression of <e2> cdc25 </e2> 22 .	0	wee1	cdc25
We have previously observed that mutations which remove the carboxy - terminal region of <e1> PET122 </e1> block translation of the <e2> COX3 mRNA </e2> but can be suppressed by unlinked nuclear mutations in several genes , two of which have been shown to code for proteins of the small subunit of mitochondrial ribosomes .	1	PET122	COX3 mRNA
This synthetic defective phenotype suggests that the ribosomal proteins <e1> PET123 </e1> and <e2> MRP1 </e2> interact functionally with each other .	1	PET123	MRP1
Thus <e1> YCK1 </e1> and <e2> YCK2 </e2> appear to encode casein kinase I homologues .	0	YCK1	YCK2
Mutations in CCR4 also suppress the transcription at the ADH2 and his4 - 912delta loci caused by defects in the SPT10 ( CRE1 ) and <e1> SPT6 </e1> <e2> CRE2 </e2> genes .	0	SPT6	CRE2
Disruption of <e1> pyp1 </e1> advances mitosis , suppresses overexpression of the tyrosine kinase encoded by the <e2> wee1 </e2> mitotic inhibitor , and causes lethal mitotic catastrophe in cdc25 overproducer cells .	0	pyp1	wee1
Northern ( RNA ) blot analysis shows two mRNA species , a larger mRNA ( 0.9 kb ) transcribed from <e1> TIF51A </e1> and a smaller mRNA ( 0.8 kb ) encoded by <e2> TIF51 B </e2>	0	TIF51A	TIF51 B
<e1> EXA2 </e1> and <e2> EXA3 </e2> mutations affect the regulation of the stress response .	0	EXA2	EXA3
Here we report that four newly discovered suppressors of YPT1 deletion ( <e1> SLY1- 20 </e1> , SLY2 , <e2> SLY12 </e2> and SLY41 ) to a varying degree restore ER - to - Golgi transport defects in cells lacking Ypt1 p .	0	SLY1- 20	SLY12
These results suggest that two serine residues of the acidic central region of the <e1> N- myc </e1> protein are phosphorylated by <e2> CKII </e2> in vivo as well as in vitro .	1	N- myc	CKII
The initial action of a potentially inducible excision repair gene could provide intermediate substrates for the <e1> RAD6 </e1> and <e2> RAD52 </e2> dependent repair processes .	0	RAD6	RAD52
The <e1> p130 </e1> and <e2> p62 </e2> tyrosine - phosphorylated proteins that complexed v-Src SH2 in vitro also associated with v-Src in v-src - transformed Rat - 2 cells ; this in vivo binding was dependent on the v-Src SH2 domain .	0	p130	p62
<e1> SLY12 </e1> but not <e2> SLY41 </e2> is an essential gene .	0	SLY12	SLY41
Since a partially reconstituted SRP lacking <e1> SRP9 </e1> and <e2> SRP14 </e2> [ SRP ( - 9/14 ) ] is deficient in the elongation arrest function , it follows from our results that both proteins are required to assemble a functional domain .	1	SRP9	SRP14
<e1> RPD3 </e1> is the second gene required for this function , since <e2> RPD1 </e2> is also required .	0	RPD3	RPD1
We isolated a gene encoding a yeast <e1> PP2B </e1> homolog <e2> CNA1 </e2> by screening a yeast genomic DNA library in the expression vector lambda gt11 , first with 125I - labeled yeast calmodulin and then with a human cDNA encoding the catalytic ( or A ) subunit of calcineurin .	0	PP2B	CNA1
Combinations of the <e1> TPM1 </e1> disruption with sec13 or sec18 mutations , which affect early steps in the secretory pathway , block vesicle accumulation , while combinations with sec1 , <e2> sec4 </e2> or sec6 mutations , which affect a late step in the secretory pathway , have no effect on the vesicle accumulation .	0	TPM1	sec4
However , strains with both <e1> TIF51A </e1> and <e2> TIF51 B </e2> disrupted are not viable , indicating that eIF - 5a is essential for cell growth in yeast cells .	0	TIF51A	TIF51 B
In the yeast Saccharomyces cerevisiae , two closely related ubiquitin conjugating enzymes , <e1> UBC4 </e1> and <e2> UBC5 </e2> , have recently been shown to mediate the selective degradation of short - lived and abnormal proteins .	1	UBC4	UBC5
The kinetics of association between <e1> CD4 </e1> or <e2> CD8 </e2> and CD45 was measured by fluorescence resonance energy transfer and confirmed by immunoprecipitation of dithiobis succinimidylpropionate or disuccinimidyl suberate cross - linked 125I - labeled resting or activated T cells .	0	CD4	CD8
The gene <e1> URA6 </e1> encoding uridylate kinase ( UK ) from Saccharomyces cerevisiae was isolated as a multicopy suppressor of the respiratory - deficient phenotype of an S. cerevisiae mutant defective in the gene <e2> AKY2 </e2> encoding AMP kinase ( AK ) .	0	URA6	AKY2
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta SRS2 strain containing an additional mutation in either the <e1> RAD51 </e1> , RAD52 , <e2> RAD54 </e2> , RAD55 or RAD57 genes .	0	RAD51	RAD54
We have now identified a third distinct member of this class of <e1> ubiquitin </e1> conjugating enzymes , UBC1 UBC1 <e2> UBC4 </e2> and UBC5 are functionally overlapping and constitute an enzyme family essential for cell growth and viability .	0	ubiquitin	UBC4
<e1> CD19 </e1> and CD21 mAb each specifically coprecipitated proteins of the same size as those precipitated by <e2> TAPA- 1 </e2> and Leu- 13 mAb from B cell lines and cDNA - transfected K562 cell lines .	0	CD19	TAPA- 1
The purified protein expressed from the <e1> TIF51 A </e1> gene substitutes for HeLa <e2> eIF- 5A </e2> in the mammalian methionyl - puromycin synthesis assay .	0	TIF51 A	eIF- 5A
We conclude from the following evidence that the <e1> SRP3 </e1> gene encodes the second - largest subunit <e2> A135 </e2> of RNA polymerase I .	1	SRP3	A135
<e1> stf1 </e1> 1 is additive with wee1 50 , cdc2 - 1w and cdc2 - 3w for suppression of <e2> cdc25 </e2> 22 .	0	stf1	cdc25
The yeast <e1> STE18 </e1> gene product has sequence and functional similarity to the <e2> gamma subunits of G proteins </e2> .	0	STE18	gamma subunits of G proteins
The genes of two complementation groups , <e1> NSP116 </e1> and <e2> NSP49 </e2> , were cloned .	0	NSP116	NSP49
We now show that mutations in the <e1> ninaA </e1> gene severely inhibit <e2> opsin </e2> transport from the ER , leading to dramatic accumulations of ER cisternae in the photoreceptor cells .	1	ninaA	opsin
Two Drosophila POU - domain proteins , <e1> I- POU </e1> and <e2> Cf1- a </e2> are coexpressed in overlapping subsets of neurons during development .	0	I- POU	Cf1- a
The defects in the <e1> rdgA </e1> and <e2> rdgB </e2> mutants were localized by the study of genetic mosaics to the photoreceptor cells .	0	rdgA	rdgB
The new mutations defined two genes , <e1> BEM1 </e1> and <e2> BEM2 </e2> ; both the bem1 and bem2 mutations are temperature sensitive and are only partially suppressed by MSB1	0	BEM1	BEM2
Among revertants of the fluoride sensitivity of an arf1 null mutation were <e1> ARF1 </e1> <e2> ARF2 </e2> fusion genes created by a gene conversion event in which the deleted ARF1 sequences were repaired by recombination with ARF2	0	ARF1	ARF2
In the yeast Saccharomyces cerevisiae , two closely related <e1> ubiquitin </e1> conjugating enzymes , UBC4 and <e2> UBC5 </e2> , have recently been shown to mediate the selective degradation of short - lived and abnormal proteins .	0	ubiquitin	UBC5
Mutations in <e1> RAD1 </e1> and RAD52 decrease the ability of HOT1 to stimulate intrachromosomal recombination while mutations in RAD4 and <e2> RAD50 </e2> do not affect HOT1 activity .	0	RAD1	RAD50
Expression of the Saccharomyces cerevisiae mitochondrial gene coding cytochrome c oxidase subunit III is specifically activated at the level of translation by at least three nuclear genes , <e1> PET122 </e1> PET494 and <e2> PET54 </e2> .	0	PET122	PET54
In addition to binding soluble p62 and <e1> p130 </e1> , the SH2 domains of v-Src , <e2> GAP </e2> and v-Crk directly recognized these phosphotyrosine - containing proteins which had been previously denatured and immobilized on a filter .	0	p130	GAP
Increased dosage of YCK1 suppressed defects caused by reduced <e1> SNF1 </e1> protein kinase activity , and increased dosage of <e2> YCK2 </e2> relieved sensitivity of wild - type cells to salt stress .	0	SNF1	YCK2
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta <e1> SRS2 </e1> strain containing an additional mutation in either the RAD51 , RAD52 , RAD54 , <e2> RAD55 </e2> or RAD57 genes .	0	SRS2	RAD55
<e1> FUS3 </e1> is also required for vegetative growth in haploid strains dependent upon <e2> CLN3 </e2> for cell cycle progression but is not required in strains dependent upon either CLN1 or CLN2 , suggesting a functional divergence among the three G1 cyclins .	0	FUS3	CLN3
Recessive mutations in RPD1 and <e1> RPD3 </e1> suppress the <e2> TRK2 </e2> , conferring an approximately fourfold increase in transcription .	1	RPD3	TRK2
Sequence analysis indicates that all these SED genes encode membrane proteins : <e1> SED1 </e1> encodes a probable cell surface glycoprotein ; SED2 is identical to <e2> SEC12 </e2> , a gene required for the formation of ER - derived transport vesicles ; SED4 encodes a protein whose cytoplasmic domain is 45 % identical to that of Sec12 p ; SED3 is DPM1 the structural gene for dolichol - P- mannose synthase .	0	SED1	SEC12
We show that suppression of rad6 delta is dependent on the RAD52 recombinational repair pathway since suppression is not observed in the rad6 delta <e1> SRS2 </e1> strain containing an additional mutation in either the RAD51 , <e2> RAD52 </e2> , RAD54 , RAD55 or RAD57 genes .	0	SRS2	RAD52
A complex formed with human TFIID and <e1> TFIIA </e1> ( DA complex ) was specifically recognized by <e2> TFIIB </e2> .	0	TFIIA	TFIIB
Sequence analysis indicates that all these SED genes encode membrane proteins : SED1 encodes a probable cell surface glycoprotein ; SED2 is identical to SEC12 , a gene required for the formation of ER - derived transport vesicles ; <e1> SED4 </e1> encodes a protein whose cytoplasmic domain is 45 % identical to that of Sec12 p ; <e2> SED3 </e2> is DPM1 the structural gene for dolichol - P- mannose synthase .	0	SED4	SED3
The deduced amino acid sequence was closely related to those of <e1> MDH1 </e1> ( 50 % residue identity ) and of <e2> MDH2 </e2> ( 43 % residue identity ) .	0	MDH1	MDH2
Neither <e1> CLB1 </e1> nor <e2> CLB2 </e2> is essential ; however , disruption of both is lethal and causes a mitotic defect .	0	CLB1	CLB2
First , a multicopy plasmid ( YEp213 - 10 ) carrying <e1> NUC2 </e1> was transformed into a <e2> RAD52 </e2> strain .	0	NUC2	RAD52
High - level <e1> STE18 </e1> expression alone had none of these effects , nor did overexpression of <e2> STE4 </e2> in a MATa / alpha diploid .	0	STE18	STE4
Strains lacking the A form of eIF- 5A constructed by disruption of <e1> TIF51A </e1> with LEU2 , grow slowly , whereas strains lacking the B form , in which HIS3 was used to disrupt <e2> TIF51 B </e2> show no growth rate phenotype .	1	TIF51A	TIF51 B
Two mutations known to be suppressed by <e1> SRP3 </e1> 1 are in the putative zinc - binding domain of <e2> A190 </e2>	0	SRP3	A190
In agreement with these predictions , we show that <e1> GCD1 </e1> <e2> GCD2 </e2> and GCN3 are integral components of a high - molecular - weight complex of approximately 600,000 Da .	0	GCD1	GCD2
We propose that <e1> SWI4 </e1> participates in a positive feedback loop by which CLN1 CLN2 , and possibly <e2> HCS26 </e2> promote their own transcription in G1 .	1	SWI4	HCS26
The kinetics of association between <e1> CD4 </e1> or CD8 and <e2> CD45 </e2> was measured by fluorescence resonance energy transfer and confirmed by immunoprecipitation of dithiobis succinimidylpropionate or disuccinimidyl suberate cross - linked 125I - labeled resting or activated T cells .	0	CD4	CD45
These results confirm previous predictions , based upon genetic interactions between the SEC genes , that Sec61 , <e1> Sec62 </e1> and <e2> Sec63 </e2> act together to facilitate protein translocation into the ER .	0	Sec62	Sec63
By exploiting a GAL10 YPT1 fusion to regulate YPT1 expression , three multicopy suppressors , SLY2 <e1> SLY12 </e1> and <e2> SLY41 </e2> , and a single - copy suppressor , SLY1 - 20 , that allowed YPT1 independent growth were isolated .	0	SLY12	SLY41
While the <e1> NAT1 </e1> gene product is thought to be the catalytic subunit of the enzyme , the role of the <e2> ARD1 </e2> protein has remained unclear .	0	NAT1	ARD1
Increased <e1> dis3 </e1> + gene dosage reverses the Ts+ phenotype of a <e2> cdc25 </e2> wee1 strain , as does increased type 1 protein phosphatase gene dosage .	0	dis3	cdc25
Sequence analysis of <e1> SED5 </e1> reveals no significant homology with <e2> ERD2 </e2> or other known genes .	0	SED5	ERD2
These genes form two classes based on sequence relatedness : CLB1 and CLB2 show highest homology to the Schizosaccharomyces pombe cyclin- B homolog cdc13 involved in the initiation of mitosis , whereas <e1> CLB3 </e1> and <e2> CLB4 </e2> are more highly related to the S. pombe cyclin- B homolog cig1 , which appears to play a role in G1 or S phase .	0	CLB3	CLB4
In this study , we found that deleting the entire coding sequence of the <e1> ACE1 </e1> gene resulted in a decrease in basal - level transcription of <e2> CUP1 </e2> to low but detectable levels and conferred a copper - sensitive phenotype to the cells .	1	ACE1	CUP1
CLB1 and CLB2 mRNA levels peak late in the cell cycle , whereas <e1> CLB3 </e1> and <e2> CLB4 </e2> are expressed earlier in the cell cycle but peak later than the G1 - specific cyclin , CLN1 .	0	CLB3	CLB4
Comparative analysis of the predicted amino acid sequence has shown that the CAL1 product has similarity to two yeast proteins : the <e1> DPR1 </e1> ( RAM ) gene product that is involved in processing of ras protein at the farnesylation step , and the essential <e2> ORF2 </e2> protein whose structural gene has a head - to - head arrangement with PRP4 , which is involved in mRNA processing .	0	DPR1	ORF2
105 : 1587-1594 , 1987 ) , we isolated <e1> BET1 </e1> and <e2> BOS1 </e2> ( bet one suppressor ) .	0	BET1	BOS1
In addition , <e1> HB16 </e1> could form a complex with <e2> c- Jun </e2> but not with c - Fos .	0	HB16	c- Jun
The <e1> GAL4 </e1> activator and <e2> GAL80 </e2> repressor proteins regulate the expression of yeast genes in response to galactose .	0	GAL4	GAL80
The RAS1 and <e1> RAS2 </e1> proteins overexpressed in ira mutants accumulated in the GTP - bound form , whereas in the wild - type strain the proteins were found mostly in the GDP - bound form , indicating that IRA1 and <e2> IRA2 </e2> negatively regulate the level of RAS - GTP .	1	RAS2	IRA2
Incubation of a temperature - sensitive gcdl - 101 mutant at the restrictive temperature led to a rapid reduction in the average size and quantity of polysomes , plus an accumulation of inactive 80S ribosomal couples ; in addition , excess amounts of <e1> eIF- 2 </e1> alpha , GCD1 GCD2 and <e2> GCN3 </e2> were found comigrating with free 40S ribosomal subunits .	0	eIF- 2	GCN3
Cotransfection of both <e1> EcR </e1> and <e2> usp </e2> expression vectors is required to render cultured mammalian cells ecdysone responsive .	0	EcR	usp
FUS3 is functionally redundant with KSS1 a homologous yeast protein kinase , for a step(s ) in signal transduction between the beta subunit of the guanine nucleotide binding protein ( G protein ) , <e1> STE4 </e1> , and the mating type - specific transcriptional activator , <e2> STE12 </e2> .	0	STE4	STE12
RPD3 is required for both full repression and full activation of transcription of target genes including <e1> PHO5 </e1> , <e2> STE6 </e2> , and TY2 .	0	PHO5	STE6
The molecules that co-precipitated with either <e1> CD4 </e1> or CD8 and had an apparent kDa of 180 to 205 could be immunodepleted with anti <e2> CD45 </e2> mAb.	0	CD4	CD45
Mutations in <e1> RAD1 </e1> and <e2> RAD52 </e2> decrease the ability of HOT1 to stimulate intrachromosomal recombination while mutations in RAD4 and RAD50 do not affect HOT1 activity .	0	RAD1	RAD52
The results indicate that the carboxyl - terminal domains of <e1> C6 </e1> and C7 which have cysteine - rich modules homologous to those found in factors H and I , have the capacity to link specifically with <e2> C5 </e2>	1	C6	C5
Thus , the complementation activity provided by <e1> GAL1 </e1> is not likely due to <e2> galactokinase </e2> activity , but rather due to a distinct GAL3 like activity .	0	GAL1	galactokinase
We have used site - directed mutagenesis of the two <e1> GAP </e1> SH2 domains ( SH2 - N and SH2 - C ) to identify residues involved in receptor and <e2> p62 </e2> binding .	0	GAP	p62
Cell cycle arrest mediated by <e1> STE4 </e1> overexpression was prevented in cells that either were overexpressing the <e2> SCG1 </e2> gene product ( the alpha subunit of the G protein ) or lacked the STE18 gene product ( the gamma subunit of the G protein ) .	0	STE4	SCG1
<e1> UBC4 </e1> and <e2> UBC5 </e2> enzymes comprise a major part of total ubiquitin - conjugation activity in stressed cells .	0	UBC4	UBC5
Thus , the complementation activity provided by <e1> GAL1 </e1> is not likely due to galactokinase activity , but rather due to a distinct <e2> GAL3 </e2> like activity .	1	GAL1	GAL3
The protooncogene <e1> c-kit </e1> encodes a tyrosine kinase receptor for the stem cell factor <e2> SCF </e2> .	0	c-kit	SCF
Deletion of the region N - terminal to the kinase domain ( codons 5 - 52 ) reduces kinase activity in vitro , but the mutant <e1> SNF1 </e1> delta N kinase is still dependent on <e2> SNF4 </e2>	1	SNF1	SNF4
The results indicate that both the whole <e1> RAS2 </e1> protein and a truncated version that lacks approximately 25 C- terminal residues interact specifically with the <e2> CDC25 </e2> protein .	0	RAS2	CDC25
FUS3 is functionally redundant with <e1> KSS1 </e1> a homologous yeast protein kinase , for a step(s ) in signal transduction between the beta subunit of the guanine nucleotide binding protein ( G protein ) , STE4 , and the mating type - specific transcriptional activator , <e2> STE12 </e2> .	0	KSS1	STE12
Sequence analysis indicates that all these SED genes encode membrane proteins : <e1> SED1 </e1> encodes a probable cell surface glycoprotein ; SED2 is identical to SEC12 , a gene required for the formation of ER - derived transport vesicles ; SED4 encodes a protein whose cytoplasmic domain is 45 % identical to that of Sec12 p ; SED3 is <e2> DPM1 </e2> the structural gene for dolichol - P- mannose synthase .	0	SED1	DPM1
We have cloned four cyclin-B homologs from Saccharomyces cerevisiae , <e1> CLB1 </e1> <e2> CLB4 </e2> , using the polymerase chain reaction and low stringency hybridization approaches .	0	CLB1	CLB4
The formation and structure of the complement cytolytic intermediary complex , C5 b 7 , were studied with the aim of determining the interactive regions of <e1> C5 </e1> C6 and <e2> C7 </e2>	0	C5	C7
<e1> RPD3 </e1> is required for both full repression and full activation of transcription of target genes including PHO5 , <e2> STE6 </e2> , and TY2 .	0	RPD3	STE6
Furthermore , mAb binding to <e1> CD19 </e1> CD21 <e2> TAPA- 1 </e2> , and Leu- 13 on B cell lines induced similar biologic responses , including the induction of homotypic adhesion , inhibition of proliferation , and an augmentation of the increase in intracellular [ Ca2 + ] induced by suboptimal cross-linking of surface Ig on B cell lines .	0	CD19	TAPA- 1
Sequence comparison reveals that the 2 cysteines involved in interchain disulfide linkage and trimer assembly in <e1> TSP1 </e1> are conserved in <e2> TSP2 </e2> ( Laherty , C. D. , O'Rourke , K. , Wolf , F. W. , Katz , R. , Seldin , M. F. , and Dixit , V. M. ( 1992 ) J. Biol .	0	TSP1	TSP2
We recently showed that <e1> CD28 </e1> a T cell surface protein that regulates an activation pathway , could mediate intercellular adhesion with activated B cells by interaction with the <e2> B7 </e2> antigen .	0	CD28	B7
In Saccharomyces cerevisiae , the RNA levels of the G1 cyclins CLN1 , <e1> CLN2 </e1> and <e2> HCS26 </e2> increase dramatically during the late G1 phase of the cell cycle .	0	CLN2	HCS26
<e1> UBC4 </e1> and <e2> UBC5 </e2> are closely related in sequence and complementing in function .	0	UBC4	UBC5
Disruption of the <e1> MDH2 </e1> gene in a haploid strain also containing a disruption in the chromosomal <e2> MDH1 </e2> gene encoding the mitochondrial isozyme produced a strain unable to grow with acetate but capable of growth on rich medium with glycerol as a carbon source .	1	MDH2	MDH1
Sequence analysis indicates that all these SED genes encode membrane proteins : SED1 encodes a probable cell surface glycoprotein ; <e1> SED2 </e1> is identical to SEC12 , a gene required for the formation of ER - derived transport vesicles ; SED4 encodes a protein whose cytoplasmic domain is 45 % identical to that of Sec12 p ; <e2> SED3 </e2> is DPM1 the structural gene for dolichol - P- mannose synthase .	0	SED2	SED3
Strains containing mutations in <e1> SIT4 </e1> are sensitive to the loss of either <e2> CLN2 </e2> or CLN3 function .	0	SIT4	CLN2
Furthermore , <e1> CD4 </e1> or <e2> CD8 </e2> immunoprecipitates from 96-h activated T cells contained significant levels of protein tyrosine phosphatase activity whereas corresponding immunoprecipitates from resting or recently activated T cells showed little protein tyrosine phosphatase activity .	0	CD4	CD8
Subsequent analysis has demonstrated that spt4 , <e1> spt5 </e1> and <e2> spt6 </e2> mutations confer similar pleiotropic phenotypes .	0	spt5	spt6
The cellular localization of the <e1> dis3 </e1> + protein is reminiscent of that of the <e2> dis2 </e2> + protein , but these two proteins do not form a complex .	0	dis3	dis2
A disruption of the third gene , <e1> PPH3 </e1> , did not in itself affect growth , but it completely prevented growth of spores disrupted for both <e2> PPH21 </e2> and PPH22	0	PPH3	PPH21
Immunoprecipitation studies with B cell lines solubilized by digitonin have shown CD19 to be part of a multimolecular complex that includes <e1> CD21 </e1> <e2> CR2 </e2> and other unidentified proteins .	0	CD21	CR2
Plasmin , thrombin , and kallikrein cleave <e1> C5 b </e1> with greater facility than <e2> C5 </e2>	0	C5 b	C5
In agreement with these predictions , we show that GCD1 <e1> GCD2 </e1> and <e2> GCN3 </e2> are integral components of a high - molecular - weight complex of approximately 600,000 Da .	0	GCD2	GCN3
<e1> TRK2 </e1> shares 55 % amino acid sequence identity with <e2> TRK1 </e2>	0	TRK2	TRK1
Cells deleted for both <e1> TRK1 </e1> and <e2> TRK2 </e2> are hypersensitive to low pH ; they are severely limited in their ability to take up K+ , particularly when faced with a large inward - facing H+ gradient , indicating that the K+ transporter (s ) that remains in trk1 delta trk2 delta cells functions differently than those of the TRK class .	0	TRK1	TRK2
The formation and structure of the complement cytolytic intermediary complex , C5 b 7 , were studied with the aim of determining the interactive regions of C5 <e1> C6 </e1> and <e2> C7 </e2>	0	C6	C7
The truncated form of <e1> GLC7 </e1> does not suppress the regulatory defect associated with a <e2> gcn2 </e2> deletion or a mutation in the phosphorylation site of eIF- 2 alpha ( Ser - 51 ) .	0	GLC7	gcn2
The induced <e1> GAL4 </e1> complex is indistinguishable in size and apparent shape from the uninduced complex , consistent with a continued association with <e2> GAL80 </e2>	0	GAL4	GAL80
