sentence	label	e1	e2
In aggregate, these studies support the notion that <e1> TGF-beta </e1> plays an important role in both bone-and lung metastases of basal-like <e2> breast cancer </e2> , and that inhibiting TGF-beta signaling results in a therapeutic effect independently of the tissue-tropism of the metastatic cells.	1	TGF-beta	breast cancer
Functionally, short hairpin RNA knock down of endogenous MKP3 resulted in increased <e1> ERK1/2 </e1> activity, cell proliferation rate, anchorage-independent growth ability and resistance to cisplatin in <e2> ovarian cancer </e2> cells.	0	ERK1/2	ovarian cancer
Immunohistochemical analysis on <e2> ovarian cancer </e2> tissue array confirmed that the upregulated <e1> GRB7 </e1> was significantly correlated with high-grade ovarian cancer (P = 0.001).	0	GRB7	ovarian cancer
The gene array revealed decreased expression of ADAMTS1, <e1> ephrin-A5 </e1> , fibronectin 1, and neuropilin 1 in <e2> LNCaP </e2> -19 compared to LNCaP, while expression of midkine and VEGF were increased.	0	ephrin-A5	LNCaP
IFN-alpha increased the cell surface expression of <e1> DR antigen </e1> only in <e2> ZR-75-1 </e2> cells.	0	DR antigen	ZR-75-1
Expression and overexpression of the epidermal growth factor receptor ( <e1> EGFR </e1> ) have been described in several solid tumors including bladder, breast, colorectal, NSCLC, prostate, and <e2> ovarian cancers </e2> .	0	EGFR	ovarian cancers
Overexpression of the enhancer of zeste homolog 2 ( <e1> EZH2 </e1> ) protein, a known repressor of gene transcription, has been reported to be associated with biological malignancy of <e2> prostate cancer </e2> and several other cancers.	0	EZH2	prostate cancer
<e2> Ovarian carcinoma </e2> cells in effusions show up-regulation of Tn and <e1> Sialyl Tn </e1> , possibly representing a transient phenotypic alteration facilitating metastasis.	0	Sialyl Tn	Ovarian carcinoma
The analysis of <e1> E-cadherin </e1> glycoprotein expression is a powerful tool for distinguishing lobular from <e2> ductal carcinomas </e2> , because complete loss of E-cadherin expression occurs in most infiltrating lobular tumors and lobular carcinomas in situ, but not in ductal tumors.	0	E-cadherin	ductal carcinomas
<e2> Ovarian cancer </e2> patients with elevated <e1> CA 125 </e1> levels after three chemotherapy courses have a poor prognosis.	0	CA 125	Ovarian cancer
Dimethyloxalylglycine, a pan-prolyl hydroxylase inhibitor, also induced <e1> Btg2 </e1> and Ndrg1 protein expression in <e2> LNCaP </e2> cells.	0	Btg2	LNCaP
R-(+) equol and S-(-) equol inhibited motility and invasion in <e2> PC3 </e2> and DU145 cells, while the most strong effect was observed in PC3 cells by R-(+) equol, which might regulated by the activation of <e1> estrogen receptor-alpha </e1> .	1	estrogen receptor-alpha	PC3
Knockdown of HIF-1α attenuated the increasing protein levels of both <e1> Btg2 </e1> and Ndrg1 by hypoxia or L-mimosine in <e2> LNCaP </e2> cells.	0	Btg2	LNCaP
Further, treating specific inhibitors for PI3K (Wortmannin) or JNK (SP600125) to <e2> PC-3 </e2> cells could reduce the protein expressions of <e1> MMP-2 </e1> and MMP-9.	0	MMP-2	PC-3
<e1> Cdc25B </e1> is frequently overexpressed in human <e2> prostate cancer </e2> tissues (29 of 30; 97%).	0	Cdc25B	prostate cancer
Sustained increase of the <e1> c-myc gene product </e1> was detectable in <e2> PC-3 </e2> but not in DU-145 cells.	0	c-myc gene product	PC-3
Transfecting <e2> A2780 </e2> cells with active <e1> Notch 1-IC </e1> resulted in a proliferative and colony formation advantage compared to mock transfected cells.	1	Notch 1-IC	A2780
Overexpression of <e1> hERalpha46 </e1> in <e2> MCF-7 </e2> cells reduced estradiol (E(2))-stimulated endogenous pS2, cyclin D1, nuclear respiratory factor-1 (NRF-1), and progesterone receptor transcription.	0	hERalpha46	MCF-7
Here,we demonstrated that NTN1 may be involved in <e2> ovarian cancer </e2> as the expression of <e1> NTN1 mRNA </e1> is strongly upregulated in ovarian malignant tumors but not in benign tumors.	0	NTN1 mRNA	ovarian cancer
TAT and <e1> FDP </e1> were increased following cancer dissemination, and the recovery of coagulative and fibrinolytic factors (TAT, FDP) with effective treatment was correlated to the prognosis for patients with <e2> ovarian cancer </e2> .	0	FDP	ovarian cancer
Reactive oxygen species regulate epidermal growth factor-induced vascular endothelial growth factor and hypoxia-inducible factor-1alpha expression through activation of AKT and <e1> P70S6K1 </e1> in human <e2> ovarian cancer </e2> cells.	0	P70S6K1	ovarian cancer
<e1> MTA1 </e1> overexpression correlates significantly with tumor grade and angiogenesis in human <e2> breast cancers </e2> .	1	MTA1	breast cancers
The findings of the present study suggest that <e1> COX-2 </e1> overexpression in lobular and ductal <e2> breast cancers </e2> , which correlates with traditional clinico-pathological parameters, may be considered as a negative prognostic marker.	0	COX-2	breast cancers
Increased expression of <e1> osteopontin </e1> contributes to the progression of <e2> prostate cancer </e2> .	1	osteopontin	prostate cancer
With the treatment of 9-cis RA, the <e1> NKX3.1 </e1> promoter activity was increased in reporter gene assay and NKX3.1 expression was enhanced at both mRNA and protein levels in <e2> LNCaP </e2> cells.	0	NKX3.1	LNCaP
<e2> Prostate cancer </e2> bony metastases show increased expression of the <e1> PTH </e1> receptor (PTH-IR) and PTH promotes the growth and invasiveness of prostate cancer cells in bone.	1	PTH	Prostate cancer
Northern blot analysis of mRNA from normal and <e2> BPH </e2> stromal cells demonstrated a 5-fold decrease in IGFBP-2 mRNA (P &lt; 0.001) and a 4-fold increase in <e1> IGFBP-5 mRNA </e1> (P &lt; 0.01) in BPH compared to normal cells.	0	IGFBP-5 mRNA	BPH
<e1> Cytochrome P450 1B1 (CYP1B1) </e1> , a dioxin inducible member of the CYP supergene family, is overexpressed in various human malignancies including <e2> prostate cancer </e2> .	0	Cytochrome P450 1B1 (CYP1B1)	prostate cancer
We showed, for the first time, that knockdown of PDI in <e2> MCF-7 </e2> human breast cancer cells with RNA interference down-regulates ERalpha protein but up-regulates <e1> ERbeta protein </e1> , resulting in a drastic increase in ERbeta/ERalpha ratio, which is a crucial determinant of different cellular responses to estrogens.	0	ERbeta protein	MCF-7
Previous studies have shown that reduction in <e1> BRCA1 mRNA </e1> and protein can result in increased proliferation of <e2> BG-1 </e2> ovarian cancer cells in both in vitro and in vivo conditions, suggesting that BRCA1 may normally act as a growth inhibitor in these cells.	1	BRCA1 mRNA	BG-1
The gene array revealed decreased expression of ADAMTS1, ephrin-A5, <e1> fibronectin 1 </e1> , and neuropilin 1 in <e2> LNCaP </e2> -19 compared to LNCaP, while expression of midkine and VEGF were increased.	0	fibronectin 1	LNCaP
In the present study, we confirmed that the administration of cytostatics used for <e2> breast cancer </e2> treatment, such as taxanes and cyclophosphamide (CPA), up-regulated the tumor level of <e1> dThdPase </e1> in mammary tumor models as well.	0	dThdPase	breast cancer
Knockdown of <e1> HIF-1α </e1> attenuated the increasing protein levels of both Btg2 and Ndrg1 by hypoxia or L-mimosine in <e2> LNCaP </e2> cells.	0	HIF-1α	LNCaP
We further demonstrate that <e1> Pfn1 </e1> downregulation results in a hyper-motile phenotype of <e2> MDA-MB-231 </e2> cells in an Ena/VASP-dependent mechanism.	1	Pfn1	MDA-MB-231
In a cell line ( <e2> OVCAR-3 </e2> ) where basal phosphorylated Akt levels were high, <e1> XIAP </e1> overexpression failed to increase further the level of this phosphoprotein.	0	XIAP	OVCAR-3
Immunoblot assays indicated that hypoxia and L-mimosine stabilized hypoxia-inducible factor-1 α (HIF-1α) and induced Btg2 and <e1> Ndrg1 protein </e1> expression, but downregulated protein levels of cyclin A in both <e2> PC-3 </e2> and LNCaP cells.	0	Ndrg1 protein	PC-3
Oestradiol acutely increases PI3-kinase and <e1> Akt </e1> activities in <e2> MCF-7 </e2> cells.	0	Akt	MCF-7
We conclude that 13q34 amplification may be of relevance in tumor progression of basal-like <e2> breast cancers </e2> by inducing overexpression of <e1> CUL4A </e1> and TFDP1, which are both important in cell cycle regulation.	1	CUL4A	breast cancers
The expression of programmed cell death 6 ( <e1> PDCD6 </e1> ) is known to be down-regulated in cancer cell lines and <e2> ovarian cancer </e2> tissues compared to normal cells and tissues.	0	PDCD6	ovarian cancer
In <e2> T-47D </e2> cells, <e1> PRG1 mRNA </e1> was rapidly and transiently induced by progestins, expression peaking between 2 and 4 h and returning to control levels by 12 h.	0	PRG1 mRNA	T-47D
Arsenite induces p70S6K1 activation and <e1> HIF-1alpha </e1> expression in <e2> prostate cancer </e2> cells.	0	HIF-1alpha	prostate cancer
In keeping with our clinical data, activation of <e1> AR </e1> by dihydrotestosterone (DHT) potently activated GRP78 expression in both <e2> LNCaP </e2> and LNCaP-CR cells.	0	AR	LNCaP
In <e2> MCF-7 </e2> , an increase in Bad and <e1> Bax protein </e1> expression and a decrease in Bcl-x(L) protein and Bcl-2 protein and mRNA were observed.	0	Bax protein	MCF-7
Concurrently, we demonstrated BN-dependent activation of the <e1> transcription factor Elk-1 </e1> and significant increase of cell proliferation in both <e2> prostate cancer </e2> cell lines.	0	transcription factor Elk-1	prostate cancer
Evaluation of alterations in the level of the five major electrophoretic fractions of serum proteins (albumin, alpha 1-, alpha 2-, beta- and gamma-globulin) in 18 patients with <e2> prostatic cancer </e2> prior to and following cryoprostatectomy disclosed: (i) a progressive increase in the level of <e1> alpha 2- and beta-globulin </e1> and the incidence of patients possessing statistically significant (p less than 0.05) elevations in these proteins with a progression of the stage of their malignancy; (ii) a significant decrease in albumin, alpha 2- and beta-globulin and increase in alpha 1- and gamma-globulin from their preoperative levels following cryoprostatectomy in patients with metastatic disease (stage III) in association with a favorable clinical response; (iii) an overall significant decrease in albumin and alpha 2-globulin and increase in alpha 1-globulin from their preoperative levels and (iv) a general association of decreases in albumin (83% of the patients) and alpha 2-globulin (92%) and gamma-globulin (75%) with a favorable clinical response following cryoprostatectomy.	0	alpha 2- and beta-globulin	prostatic cancer
Consequently, <e1> Id-1 </e1> inhibition in the future might be of benefit for patients with <e2> ovarian cancer </e2> .	0	Id-1	ovarian cancer
In a pivotal phase III trial, the addition of trastuzumab to chemotherapy significantly improved response rate, time to disease progression, and overall survival in women with <e1> HER2 </e1> overexpressing metastatic <e2> breast cancer </e2> .	0	HER2	breast cancer
Hyperactivation of the <e1> insulin-like growth factor I receptor </e1> (IGF-IR) contributes to primary <e2> breast cancer </e2> development, but the role of the IGF-IR in tumor metastasis is unclear.	1	insulin-like growth factor I receptor	breast cancer
Basal levels and adrenocorticotropic hormone ( <e1> ACTH </e1> )-induced increments (delta-values) of serum cortisol, dehydroepiandrosterone (DHA), dehydroepiandrosterone sulfate (DHAS), 4-androstene-3, 17-dione (A4), and 17-hydroxyprogesterone (170HP); basal testosterone (T), luteinizing hormone (LH), serum ASAT, gamma-GT, and albumin were measured in <e2> prostatic cancer </e2> patients before and after 6 months of treatment with LH-RH-agonist, with flutamide, and with LH-RH-agonist + flutamide, respectively.	0	ACTH	prostatic cancer
In a murine prostate tumour model, infusion of recombinant HGF resulted in an increase in the levels of both BMPR-IB and <e1> BMPR-II transcript </e1> in <e2> prostate tumours </e2> .	0	BMPR-II transcript	prostate tumours
Our previous studies have shown that sublines of human ovarian carcinoma cell line <e2> A2780 </e2> , which exhibited low levels of resistance to oxaliplatin, showed elevated steady state levels of mRNA and activity of <e1> gamma-glutamyl transpeptidase </e1> (gamma-GT, EC 2.3.2.2), but not of gamma-glutamylcysteine synthetase (gamma-GCS, EC 6.3.2.2) [El-akawi et al., Cancer Lett. 105:5-14; 1966].	0	gamma-glutamyl transpeptidase	A2780
In contrast with the hypothesis that <e1> CLU </e1> is a positive modulator of <e2> prostate cancer </e2> , we and others have observed that CLU is downregulated during human prostate cancer progression.	0	CLU	prostate cancer
In both <e2> PC-3 </e2> and PC-3U cells, TGF-beta 1 was found to stimulate the induction of fibronectin and <e1> plasminogen activator inhibitor-1 </e1> and the expression of junB mRNA, and PMA did not affect these responses.	0	plasminogen activator inhibitor-1	PC-3
<e1> GRB7 protein </e1> over-expression and clinical outcome in <e2> breast cancer </e2> .	0	GRB7 protein	breast cancer
Using this approach we found an up-regulation of ubiquitin carboxyl extension protein 1 ( <e1> UBCEP-1 </e1> ) mRNA in <e2> prostate carcinoma </e2> cells compared to the normal glandular epithelium of the prostate proper.	0	UBCEP-1	prostate carcinoma
When the <e1> epidermal growth factor-receptor </e1> (EGFR) tyrosine kinase activity was inhibited by the use of its inhibitor AG1478, Ang II was still able to induce ERK1/2 phosphorylation and c-fos expression, therefore proving that the transactivation of EGFR was not required for these Ang II effects in <e2> MCF-7 </e2> cells.	0	epidermal growth factor-receptor	MCF-7
Genetic downregulation of pregnancy-associated plasma protein-A (PAPP-A) by bikunin reduces IGF-I-dependent Akt and <e1> ERK1/2 </e1> activation and subsequently reduces <e2> ovarian cancer </e2> cell growth, invasion and metastasis.	0	ERK1/2	ovarian cancer
Lewis y overexpression led to an increase in both mRNA and protein expression levels of cyclin A, cyclin D1 and cyclin E in <e2> ovarian cancer </e2> cells, decrease in both mRNA and protein expression levels of p16 and p21, and decrease of <e1> p27 </e1> at only the protein expression level without change in its mRNA level.	0	p27	ovarian cancer
Our results strongly suggest that the induction of <e1> Cx26 protein </e1> observed in human <e2> breast cancer </e2> s, reported previously, may not be very relevant to the development of breast cancers, and that Cx26 can function as a tumor suppressor in breast cancer cells.	0	Cx26 protein	breast cancer
Mutations of the tumor suppressor gene p53 have been identified in <e2> breast cancer </e2> cell lines, and some breast carcinomas are detectable by immunohistochemical assay because of <e1> p53 protein </e1> accumulation.	0	p53 protein	breast cancer
Furthermore, elevated [Ca2+]o triggered activation of the <e1> Akt </e1> signaling pathway and enhanced <e2> PC-3 </e2> cell attachment.	0	Akt	PC-3
<e2> Ovarian carcinoma </e2> cells in effusions show up-regulation of <e1> Tn </e1> and Sialyl Tn, possibly representing a transient phenotypic alteration facilitating metastasis.	0	Tn	Ovarian carcinoma
Moreover, <e1> cav-1 </e1> expression was induced in <e2> IGROV1 </e2> cells by transfection with intracellular anti-alphaFR antibodies to downmodulate alphaFR expression.	0	cav-1	IGROV1
Our data indicate the utility of the new compounds for inhibition of <e1> <e2> breast cancer </e2> cell estrone sulfatase </e1> activity.	0	<e2> breast cancer </e2> cell estrone sulfatase	breast cancer
Accumulation of <e1> p53 protein </e1> in the absence of detectable mutant p53 was recognized more often in <e2> prostate cancer </e2> than in any other tumor examined.	0	p53 protein	prostate cancer
Quinazoline-based alpha 1-adrenoceptor antagonists induce <e2> prostate cancer </e2> cell apoptosis via TGF-beta signalling and <e1> I kappa B alpha </e1> induction.	1	I kappa B alpha	prostate cancer
<e1> NTN1 </e1> was found overexpressed in 76% of <e2> ovarian cancer </e2> specimens (13/17) as compared to normal (0/10, p<0.004)and benign (1/8, p<0.008) samples.	0	NTN1	ovarian cancer
10(-6) M tamoxifen (TAM) reverted growth stimulation, suppressed <e1> progesterone receptor </e1> and TGFalpha mRNA induction and restored TGFbeta mRNA to control levels in T3-treated <e2> MCF-7 </e2> cells.	0	progesterone receptor	MCF-7
About 50% of <e2> prostate cancers </e2> have TMPRSS2- <e1> ERG </e1> fusions with concurrent ERG overexpression.	0	ERG	prostate cancers
Four of six cancer cell lines, including <e2> OVCAR-3 </e2> , overexpressed <e1> cyclin D1 protein </e1> relative to levels in IOSE-29 cells.	0	cyclin D1 protein	OVCAR-3
Similarly, activation of the <e1> AR </e1> by phosphorylated protein kinase B, Akt, has also been reported in <e2> prostate cancer </e2> .	0	AR	prostate cancer
By univariate survival analysis on the <e2> ovarian carcinoma </e2> cohorts, decreased <e1> TSLC1 </e1> protein expression was significantly associated with shortened patient survival (mean: 26.9 months in tumors with complete loss of TSLC1 vs 63.1 months in tumors with significantly decreased TSLC1 vs 94.3 months in tumors with normal levels of TSLC1; P < 0.001).	0	TSLC1	ovarian carcinoma
Triple-negative (TN) <e2> breast cancers </e2> lack estrogen receptor ( <e1> ER </e1> ), progesterone receptor (PR), and HER2/neu amplification (HER2).	0	ER	breast cancers
Our results suggest novel mechanisms by which <e1> MnSOD </e1> overexpression may modulate the malignant phenotype, with potential applications in developing new therapies for <e2> prostate cancer </e2> .	0	MnSOD	prostate cancer
We had reported previously that although both <e2> BT474 </e2> and MKN7 cells overexpress <e1> ErbB2 </e1> , only BT474 cells show an antiproliferative response to mAb 4D5 treatment.	0	ErbB2	BT474
Quantitative reverse transcription-PCR and Western blot analyses showed that GRB7 and <e1> GRB7v </e1> were frequently upregulated in <e2> ovarian cancer </e2> samples.	0	GRB7v	ovarian cancer
Combined blockade of RANK/RANKL axis and <e1> BMP </e1> pathway resulted in reduced tumor burden and decreased bone loss compared to inhibition of either individual pathway alone in osteolytic <e2> prostate cancer </e2> lesion in bone.	0	BMP	prostate cancer
Reactivation of androgen receptor-regulated TMPRSS2: <e1> ERG gene </e1> expression in castration-resistant <e2> prostate cancer </e2> .	0	ERG gene	prostate cancer
Long-term culture of <e2> MCF-7 </e2> cells in estrogen deprived medium (LTED) mimics <e1> aromatase </e1> inhibition in patients.	0	aromatase	MCF-7
Induction of <e1> p27 </e1> (kip1) by 2,4,3',5'- tetramethoxystilbene is regulated by protein phosphatase 2A-dependent Akt dephosphorylation in <e2> PC-3 </e2> prostate cancer cells.	0	p27	PC-3
Our findings suggest that the down-regulation of ICAM-1 in mammary epithelial cells may contribute both to the high expression of psoriasin seen in some high-grade <e2> DCIS </e2> tumors and to the induction of <e1> MUC1 </e1> .	0	MUC1	DCIS
The antisense oligonucleotides targeting VEGF-A significantly decreased <e1> VEGF-A protein and mRNA </e1> expression and inhibited cell migration in <e2> SKOV3 </e2> ovarian cancer cells.	0	VEGF-A protein and mRNA	SKOV3
We previously showed that the expressing level of FSH receptor ( <e1> FSHR </e1> ) increased from ovarian epithelial inclusions (OEIs) to benign <e2> ovarian epithelial tumors </e2> (OETs) and to borderline OETs, whereas FSHR levels decreased with an increase in carcinoma grade.	0	FSHR	ovarian epithelial tumors
In conclusion, HGF up-regulates the expression of the bone morphogenetic protein receptors, <e1> BMPR-IB </e1> and BMPR-II, in <e2> prostate cancer </e2> cells, both in vitro and in vivo.	0	BMPR-IB	prostate cancer
<e1> BCSG1 </e1> -siRNA down-regulates the expression of BCSG1 and inhibits effectively growth of the transplaned human <e2> breast cancer </e2> cell line in nude mice.	0	BCSG1	breast cancer
HGF induces <e1> Dgk </e1> activation in <e2> MDA-MB-231 </e2> cells that is required for cell invasiveness.	1	Dgk	MDA-MB-231
It was found that there were both significant overexpression of <e1> Wnt5A </e1> and underexpression of Wnt10B in the metastasis-derived finite life-span breast cancer cells when they were compared to the finite life-span normal and established normal and <e2> breast tumor </e2> cells.	0	Wnt5A	breast tumor
In both <e2> PC-3 </e2> and PC-3U cells, TGF-beta 1 was found to stimulate the induction of fibronectin and plasminogen activator inhibitor-1 and the expression of <e1> junB mRNA </e1> , and PMA did not affect these responses.	0	junB mRNA	PC-3
We have also shown that expression of activated Src in <e2> breast cancer </e2> cells increased the expression of <e1> alpha2-integrin </e1> and that overexpression of alpha2-integrin suppressed FAK-CD-mediated loss of adhesion.	0	alpha2-integrin	breast cancer
We have also shown that expression of activated <e1> Src </e1> in <e2> breast cancer </e2> cells increased the expression of alpha2-integrin and that overexpression of alpha2-integrin suppressed FAK-CD-mediated loss of adhesion.	0	Src	breast cancer
Runx2 expression in C4-2B PCa cells synergized with AR to promote <e1> PIP </e1> expression, whereas its knockdown in <e2> T47D </e2> BCa cells abrogated basal as well as hormone stimulated PIP expression.	0	PIP	T47D
Hepatocyte growth factor up-regulates the expression of the bone morphogenetic protein (BMP) receptors, BMPR-IB and <e1> BMPR-II </e1> , in human <e2> prostate cancer </e2> cells.	0	BMPR-II	prostate cancer
Moreover, we examined the putative impact of <e1> p53 </e1> MspI 1798G>A, which is completely linked to p53PIN3, a 16 bp insertion/duplication that has been associated with reduced p53 expression, on familial <e2> breast cancer </e2> risk.	0	p53	breast cancer
Stimulation of <e2> SKBR3 </e2> cells and HCII RI#11 mouse mammary epithelial cells expressing the human erbB-2 with EGF led to an increase in scFv( <e1> FRP5 </e1> )-ETA activity, showing that the EGF-induced activation of erbB-2 can potentiate the action of the erbB-2-directed toxin.	0	FRP5	SKBR3
These results indicate that DPPIV inhibits the malignant phenotype of <e2> prostate cancer </e2> cells by blocking <e1> bFGF </e1> signaling pathway.	1	bFGF	prostate cancer
These results showed fisetin could inhibit the metastatic ability of <e2> PC-3 </e2> by reducing <e1> MMP-2 </e1> and MMP-9 expressions through suppressing phosphoinositide 3-kinase/Akt (PI3K/Akt) and JNK signaling pathways.	1	MMP-2	PC-3
Induction of <e1> androgen receptor </e1> by 1alpha,25-dihydroxyvitamin D3 and 9-cis retinoic acid in <e2> LNCaP </e2> human prostate cancer cells.	0	androgen receptor	LNCaP
Downmodulation of caveolin-1 expression in human <e2> ovarian carcinoma </e2> is directly related to <e1> alpha-folate receptor </e1> overexpression.	0	alpha-folate receptor	ovarian carcinoma
Epidermal growth factor (EGF) and <e1> hepatocyte growth factor </e1> (HGF) are often both overexpressed and contribute to the growth of <e2> ovarian cancer </e2> by activating autocrine pathways.	1	hepatocyte growth factor	ovarian cancer
This new modified antisense oligonucleotides targeting <e1> VEGF-A </e1> can decrease VEGF-A expression and inhibit cell migration in <e2> SKOV3 </e2> ovarian cancer cells.	0	VEGF-A	SKOV3
In summary, in patients with primary <e2> ovarian cancer </e2> , overexpression of <e1> MRP1 </e1> is an adverse marker for patient outcome and cancer aggressiveness.	0	MRP1	ovarian cancer
Although expressed at low levels in some normal human tissues, including the ovary, <e1> CLDN3 </e1> and CLDN4 are highly up-regulated in epithelial <e2> ovarian cancers </e2> of all subtypes.	0	CLDN3	ovarian cancers
No statistically significant association was found between increased <e1> PTPase </e1> activity and either c-erbB-2 overexpression or grade and stage of disease in primary human <e2> mammary tumors </e2> .	0	PTPase	mammary tumors
In a murine prostate tumour model, infusion of recombinant HGF resulted in an increase in the levels of both <e1> BMPR-IB </e1> and BMPR-II transcript in <e2> prostate tumours </e2> .	0	BMPR-IB	prostate tumours
<e1> Human folate receptor alpha </e1> (FRalpha) is a folate-binding protein that is selectively overexpressed in <e2> ovarian carcinoma </e2> and has been regarded as a suitable target antigen for immunotherapy purposes.	0	Human folate receptor alpha	ovarian carcinoma
Activated <e1> Src </e1> increases adhesion, survival and alpha2-integrin expression in human <e2> breast cancer </e2> cells.	1	Src	breast cancer
Overexpression of <e1> IGFBP2 </e1> and IGFBP5 contributes to the invasiveness and progression of several human cancers, but their roles in the metastasis of <e2> breast cancer </e2> have not been investigated in detail.	0	IGFBP2	breast cancer
Our findings suggest that LH/hCG influences the chemosensitivity of <e2> ovarian cancer </e2> cells through an apoptosis-inhibitory signal possibly via up-regulation of <e1> IGF-1 </e1> expression.	1	IGF-1	ovarian cancer
In addition, <e1> Ang-2 </e1> levels were significantly higher in patients with ovarian carcinoma compared with patients with benign (P < 0.0005) or borderline <e2> ovarian tumors </e2> (P = 0.011).	0	Ang-2	ovarian tumors
Expression level of vascular marker and <e1> HIF-1α </e1> in <e2> OVCAR-3 </e2> increased in response to hCG treatment in a dose-dependent manner.	0	HIF-1α	OVCAR-3
Expression of BRCA1 protein in benign, borderline, and malignant epithelial <e2> ovarian neoplasms </e2> and its relationship to methylation and allelic loss of the <e1> BRCA1 gene </e1> .	0	BRCA1 gene	ovarian neoplasms
In addition, <e1> Six1 </e1> overexpression renders OCC resistant to tumor necrosis factor-related apoptosis inducing ligand (TRAIL)-mediated apoptosis, and Six1 knockdown in the TRAIL-resistant <e2> SKOV3 </e2> ovarian carcinoma line dramatically sensitizes the cells to TRAIL.	1	Six1	SKOV3
A broad spectrum of tumor derived cell lines, from varied tissue sources and blood samples from patients having confirmed <e2> prostate carcinoma </e2> , all scored positive for expression of <e1> PTI-1 </e1> , while corresponding normal tissues or blood samples were negative.	0	PTI-1	prostate carcinoma
In <e2> MCF-7 </e2> , mimicking E2, T3 stimulated growth in a dose-dependent (10(10) M - 10(-8) M) manner, induced the expression of progesterone receptor and growth factor TGFalpha mRNAs and inhibited that of TGFbeta mRNA; T3 also increased progesterone binding and <e1> LDH5 isozyme </e1> activities.	0	LDH5 isozyme	MCF-7
We found a significant increase of activated <e1> mitogen-activated protein (MAP) kinase </e1> in <e2> prostate tumors </e2> from patients receiving HF during androgen ablation therapy.	0	mitogen-activated protein (MAP) kinase	prostate tumors
We previously reported that <e1> LTBP-1L </e1> is overexpressed in some patients with <e2> ovarian cancer </e2> .	0	LTBP-1L	ovarian cancer
The DNA-binding epidermal growth factor-receptor inhibitor PD153035 and other DNA-intercalating cytotoxic drugs reactivate the expression of the <e1> retinoic acid receptor-beta tumor-suppressor gene </e1> in <e2> breast cancer </e2> cells.	0	retinoic acid receptor-beta tumor-suppressor gene	breast cancer
<e1> HER-2 </e1> over-expression was observed in 18.1% of Tunisian <e2> breast carcinoma </e2> affecting female patients.	0	HER-2	breast carcinoma
We found a correlation between ErbB2 expression and activation of <e1> Pak </e1> in estrogen receptor-positive human <e2> breast tumor </e2> samples and observed that in 3D cultures, activation of Rac-Pak1 pathway by ErbB2 homodimers induced growth factor-independent proliferation and promoted disruption of 3D mammary acinar-like structures through activation of the Erk and Akt pathways.	1	Pak	breast tumor
In <e2> T47D </e2> , <e1> Bax </e1> and Bad proteins were up-regulated; Bcl-2 protein is undetectable in these cells.	0	Bax	T47D
However, in this issue of the JCI, Sharma et al. show that <e1> RB1 </e1> loss is a late event in human <e2> prostate cancer </e2> that is coincident with the emergence of castrate-resistant metastatic disease.	0	RB1	prostate cancer
The data also show that LY294002 directly inhibits vascular endothelial growth factor ( <e1> VEGF </e1> ) protein expression and release from <e2> ovarian carcinoma </e2> and suggest that LY294002 blocks the VEGF signaling pathway involved in angiogenesis and vascular permeability.	0	VEGF	ovarian carcinoma
It has, however, been reported that expression of <e1> connexin26 (Cx26) protein </e1> is induced in human <e2> ductal carcinomas </e2> of the breast and that its amount increases in proportion to the grade of malignancy.	0	connexin26 (Cx26) protein	ductal carcinomas
These observations suggest that <e1> U19 </e1> is growth inhibitory and tumor suppressive and that the disruption of androgen-dependent growth inhibition via U19 down-regulation is commonly associated with <e2> prostate cancer </e2> progression.	1	U19	prostate cancer
Here we show that heterozygous inactivation of the tumor suppressor gene <e1> Pten </e1> leads to the formation of basal-like mammary tumors in mice, and that loss of PTEN expression is significantly associated with the BBC subtype in human sporadic and BRCA1-associated hereditary <e2> breast cancers </e2> .	1	Pten	breast cancers
Angiopoietin-1 and <e1> Ang-2 </e1> levels were significantly elevated in serum samples of patients with <e2> ovarian carcinoma </e2> compared with healthy controls (P = 0.0005 and P < 0.0005, respectively).	0	Ang-2	ovarian carcinoma
<e1> Hyaluronan synthase 3 </e1> overexpression promotes the growth of TSU <e2> prostate cancer </e2> cells.	1	Hyaluronan synthase 3	prostate cancer
pshRNA-Survivin could reduce the expression of <e1> Survivin gene </e1> , and induce apoptosis of <e2> SKOV3 </e2> and SKOV3/ADM cells.	0	Survivin gene	SKOV3
Stimulation of <e2> SKBR3 </e2> cells and HCII RI#11 mouse mammary epithelial cells expressing the human <e1> erbB-2 </e1> with EGF led to an increase in scFv(FRP5)-ETA activity, showing that the EGF-induced activation of erbB-2 can potentiate the action of the erbB-2-directed toxin.	0	erbB-2	SKBR3
Triple-negative (TN) <e2> breast cancers </e2> lack estrogen receptor (ER), progesterone receptor ( <e1> PR </e1> ), and HER2/neu amplification (HER2).	0	PR	breast cancers
<e1> Myosin II co-chaperone general cell UNC-45 </e1> overexpression is associated with <e2> ovarian cancer </e2> , rapid proliferation, and motility.	0	Myosin II co-chaperone general cell UNC-45	ovarian cancer
These findings are consistent with a role for increased DHT levels in the prostate through increased activity of the <e1> SRD5A2 locus </e1> in <e2> prostate cancer </e2> progression, in a subset of patients.	0	SRD5A2 locus	prostate cancer
The epidermal growth factor ( <e1> EGF </e1> ) and EGF receptor (EGFR) family are often overexpressed in various human cancers including <e2> ovarian cancer </e2> .	0	EGF	ovarian cancer
